Wall time,Step,Value
1546920769.2665353,4000,0.199354350566864
1546921157.8964925,6000,0.19715389609336853
1546921346.5039706,7000,0.19586022198200226
1546921900.0796213,9000,0.19334568083286285
1546922277.1983373,11000,0.1914655864238739
1546922467.1315308,12000,0.1911786049604416
1546922661.0685468,13000,0.19041293859481812
1546922851.6163807,14000,0.1911172866821289
1546923034.3162258,15000,0.18990857899188995
1546923230.9967034,16000,0.1900741457939148
1546923497.0499828,17000,0.18997149169445038
1546923684.2830584,18000,0.1897764354944229
1546923876.4359727,19000,0.18839502334594727
1546924074.07158,20000,0.1882265955209732
1546924268.0844069,21000,0.1884670853614807
1546924671.9360855,23000,0.18764759600162506
1546925142.0485816,25000,0.18743333220481873
1546925327.309028,26000,0.1876247376203537
1546925854.7209826,31000,0.18731753528118134
1546925960.5323691,32000,0.18707378208637238
1546926117.3736722,33000,0.18662697076797485
1546926221.5715914,34000,0.18761812150478363
1546926327.4306862,35000,0.18613728880882263
1546926533.754871,37000,0.18749311566352844
1546926844.21567,40000,0.1861356496810913
1546926999.990169,41000,0.1865829974412918
1546927213.8267126,43000,0.1865665465593338
1546927324.9914627,44000,0.1860196590423584
1546927428.098478,45000,0.18645165860652924
1546927530.8409119,46000,0.18547610938549042
1546927746.9709952,48000,0.18557187914848328
1546928007.9861913,50000,0.18509569764137268
1546928114.73422,51000,0.185770183801651
1546928439.5305696,54000,0.1850907951593399
1546928548.0521755,55000,0.18535536527633667
1546928652.4713504,56000,0.1849103569984436
1546928803.6608372,57000,0.18538807332515717
1546928910.9089453,58000,0.18486687541007996
1546929231.915248,61000,0.18543966114521027
1546929336.3136775,62000,0.18555156886577606
1546929544.4447615,64000,0.18490926921367645
1546929700.98463,65000,0.1845565140247345
1546929807.5108051,66000,0.18595847487449646
1546929918.2932446,67000,0.18449586629867554
1546930022.595401,68000,0.1848638504743576
1546930125.2766988,69000,0.18430836498737335
1546930228.6810925,70000,0.1849236786365509
1546930435.2547185,72000,0.18473461270332336
1546930586.9329019,73000,0.18430472910404205
1546930696.4322877,74000,0.18450085818767548
1546930804.8952122,75000,0.1848555952310562
1546931021.2729938,77000,0.18371738493442535
1546931233.8962548,79000,0.182869553565979
1546931342.2746365,80000,0.18344731628894806
1546931607.9580898,82000,0.18477179110050201
1546931711.122943,83000,0.18422086536884308
1546931921.1639209,85000,0.18458731472492218
1546932024.214704,86000,0.18405306339263916
1546932127.3293297,87000,0.18464483320713043
1546932230.2063677,88000,0.18387825787067413
1546932381.9369485,89000,0.18352465331554413
1546932491.84827,90000,0.1836671084165573
1546932705.1856747,92000,0.18363165855407715
1546932817.1651993,93000,0.1836317479610443
1546932925.7602339,94000,0.18315161764621735
1546933029.1124864,95000,0.18357104063034058
1546933608.346851,100000,0.18340975046157837
1546933711.5918653,101000,0.18439391255378723
1546933918.1456008,103000,0.18306517601013184
1546934173.1382282,105000,0.1824915111064911
1546934276.3298922,106000,0.18353772163391113
1546934385.4395258,107000,0.1831078827381134
1546934695.2363813,110000,0.18268877267837524
1546935156.839558,114000,0.18260332942008972
1546935476.9663458,117000,0.18304188549518585
1546935688.5341353,119000,0.18326778709888458
