Wall time,Step,Value
1534523427.5945554,6000,0.17463281750679016
1534524603.0112634,16000,0.31862500309944153
1534524974.839562,19000,0.3273593783378601
1534525650.8923755,25000,0.33906251192092896
1534527414.0825498,41000,0.3578203022480011
1534527616.4252295,43000,0.35850000381469727
1534527819.4769914,45000,0.36246874928474426
1534527921.266787,46000,0.363343745470047
1534528123.4837961,48000,0.3627265691757202
1534528802.0160573,54000,0.3665390610694885
1534528903.7634776,55000,0.36949217319488525
1534529176.1092215,57000,0.37096095085144043
1534530160.445101,66000,0.3773203194141388
1534530768.0134637,72000,0.3775624930858612
1534530939.4985836,73000,0.3838203251361847
1534531040.7698634,74000,0.38335156440734863
1534531142.1992438,75000,0.3822968602180481
1534531649.017938,80000,0.3842109441757202
1534532532.640953,88000,0.3872890770435333
1534533313.8774042,95000,0.3890078067779541
1534534195.721983,103000,0.3954218626022339
1534534572.3377795,106000,0.3969452977180481
1534534673.554169,107000,0.3916015625
1534535456.2079792,114000,0.39592188596725464
1534535963.3841398,119000,0.3957578241825104
1534536847.4032965,127000,0.39971092343330383
1534537328.1763234,131000,0.3990078270435333
1534538315.1951303,140000,0.4029296934604645
1534538619.1401813,143000,0.4053593873977661
1534539502.1154518,151000,0.4081093668937683
1534540083.6084297,156000,0.4129062592983246
1534540388.0701954,159000,0.4107109308242798
1534541374.6859639,168000,0.4127187430858612
1534541553.677681,169000,0.41017967462539673
1534542543.2977998,178000,0.4147109389305115
1534542644.8669713,179000,0.40985938906669617
1534543152.5129669,184000,0.4088515639305115
1534543433.931908,186000,0.4118672013282776
1534543534.8120866,187000,0.41190624237060547
1534543940.701611,191000,0.4133359491825104
1534544829.2224977,199000,0.4132421910762787
1534545718.2009275,207000,0.41624999046325684
1534545819.7614446,208000,0.4211093783378601
1534546001.8678012,209000,0.41969531774520874
1534546406.1144195,213000,0.4188281297683716
1534547602.76058,224000,0.41813281178474426
1534548292.4760354,230000,0.41700780391693115
1534548880.5949428,235000,0.4172031283378601
1534549184.7911448,238000,0.4183359444141388
1534550567.051645,250000,0.4221250116825104
1534551174.9489033,256000,0.4217187464237213
1534551766.4201767,261000,0.4253515601158142
1534552070.409943,264000,0.42274218797683716
1534552559.3061945,268000,0.4213281273841858
1534552964.9755795,272000,0.42267969250679016
1534553250.7168758,274000,0.4257734417915344
1534555348.3389041,293000,0.4272187352180481
1534555942.2664537,298000,0.4284296929836273
1534556043.8717546,299000,0.4307812452316284
1534556549.5791416,304000,0.42683592438697815
1534557042.294399,308000,0.42921873927116394
1534557143.8509078,309000,0.4307578206062317
1534557346.7371702,311000,0.42759373784065247
1534558246.1167717,319000,0.424867182970047
1534558347.6682649,320000,0.42531248927116394
1534559043.3086643,326000,0.42710936069488525
1534559144.346326,327000,0.4282187521457672
1534559245.7755039,328000,0.425656259059906
1534559639.3814273,331000,0.4298671782016754
1534560641.954366,340000,0.42875000834465027
1534561542.7474737,348000,0.4316484332084656
1534563348.8908167,364000,0.43296873569488525
1534563752.2479002,368000,0.431828111410141
1534564452.1306527,374000,0.4307187497615814
1534564951.454997,378000,0.4319218695163727
1534565153.8898017,380000,0.43024998903274536
1534566462.3874507,392000,0.4346874952316284
1534566658.668795,393000,0.43312498927116394
1534568469.1697657,409000,0.43568751215934753
1534569883.4677904,422000,0.4332500100135803
1534569984.887126,423000,0.43184375762939453
1534570284.3982236,425000,0.4351484477519989
1534570890.7372947,431000,0.4330156147480011
1534571901.1145117,440000,0.4319453239440918
1534572203.1759343,442000,0.4332343637943268
1534572303.8612907,443000,0.4353047013282776
1534572606.9128072,446000,0.4347890615463257
1534573314.4061382,452000,0.4348515570163727
1534574327.5643878,461000,0.435671865940094
1534574631.5705976,464000,0.4351796805858612
1534574834.588314,465000,0.43510937690734863
1534575849.4750214,474000,0.43522655963897705
1534575950.5858002,475000,0.4370468854904175
1534577676.898254,490000,0.4350937604904175
1534577879.4041944,492000,0.43476563692092896
1534578080.9046035,494000,0.4361172020435333
1534579708.7540126,508000,0.4353281259536743
1534580322.4795873,513000,0.4385703206062317
1534580525.2474868,515000,0.43934375047683716
1534580829.4821146,518000,0.4392031133174896
1534581745.8521318,526000,0.4385312497615814
1534582464.0842102,532000,0.43782031536102295
1534582667.2088945,534000,0.43489062786102295
1534583081.127881,537000,0.4356640577316284
1534583688.8369238,543000,0.43752342462539673
1534584305.9054492,548000,0.43770313262939453
1534585430.8088758,558000,0.4383203089237213
1534585633.4697978,560000,0.4371406137943268
1534586151.6249716,564000,0.4349375069141388
1534586871.6856165,570000,0.4352109432220459
1534587277.002037,574000,0.43672657012939453
1534587378.184161,575000,0.43467187881469727
1534587997.9377203,580000,0.43772655725479126
1534588200.423642,582000,0.4399453103542328
1534588302.247513,583000,0.43942970037460327
1534588620.194047,585000,0.43696874380111694
1534588822.5935302,587000,0.43778905272483826
1534588923.6199899,588000,0.43882811069488525
1534589545.732457,593000,0.433531254529953
1534589647.3990917,594000,0.43931248784065247
1534590675.205562,603000,0.4369140565395355
1534591400.396039,609000,0.4363749921321869
1534591603.4870503,611000,0.43517187237739563
1534592109.7710752,616000,0.4411328136920929
1534592733.5977862,621000,0.4368671774864197
1534592936.3205407,623000,0.4382968842983246
1534594392.6676228,635000,0.4393984377384186
1534595223.3296208,642000,0.4373515546321869
1534595325.0442507,643000,0.4373203217983246
1534595528.0160623,645000,0.4385312497615814
1534595629.1943395,646000,0.44007813930511475
1534595730.6953406,647000,0.44105470180511475
1534595831.7453358,648000,0.43711718916893005
1534596155.246265,650000,0.44217967987060547
1534596459.723548,653000,0.4377109408378601
1534596986.602011,657000,0.4393359422683716
1534597493.2846975,662000,0.43836718797683716
1534597920.1989524,665000,0.44123438000679016
1534598325.841256,669000,0.44190624356269836
1534598629.4428985,672000,0.4384452998638153
1534599059.8471813,675000,0.44121092557907104
1534599161.7369967,676000,0.44184374809265137
1534599465.9286723,679000,0.439453125
1534599566.9199426,680000,0.4396640658378601
1534599995.1785076,683000,0.43778905272483826
1534600096.362214,684000,0.43870311975479126
1534600728.6303456,689000,0.4387578070163727
1534600829.7999554,690000,0.4412890672683716
1534601666.0547347,697000,0.44144532084465027
1534601969.2389832,700000,0.43995311856269836
1534602373.7275617,704000,0.4392343759536743
1534602804.5551052,707000,0.43682029843330383
1534603209.572094,711000,0.4368359446525574
1534603742.7733288,715000,0.43998438119888306
1534604146.6210434,719000,0.4417109489440918
1534604578.6984684,722000,0.439390629529953
1534604679.9832203,723000,0.4389922022819519
1534604781.7677517,724000,0.4388437569141388
1534605617.7604885,731000,0.44333595037460327
1534606356.8602464,737000,0.4443281292915344
1534606559.4829051,739000,0.44297656416893005
1534606660.4956264,740000,0.440617173910141
1534607065.8928468,744000,0.4408593773841858
1534607602.2133317,748000,0.43803906440734863
1534607905.9505033,751000,0.43982812762260437
1534608007.350368,752000,0.44071874022483826
1534608241.3027103,753000,0.44005468487739563
