Wall time,Step,Value
1534523427.5945554,6000,5.880664348602295
1534524603.0112634,16000,4.663053512573242
1534524974.839562,19000,4.579583168029785
1534525650.8923755,25000,4.425991535186768
1534527414.0825498,41000,4.172460079193115
1534527616.4252295,43000,4.148787975311279
1534527819.4769914,45000,4.1218366622924805
1534527921.266787,46000,4.107812404632568
1534528123.4837961,48000,4.091826915740967
1534528802.0160573,54000,4.026954174041748
1534528903.7634776,55000,4.017889022827148
1534529176.1092215,57000,3.9950742721557617
1534530160.445101,66000,3.9232871532440186
1534530768.0134637,72000,3.88444447517395
1534530939.4985836,73000,3.868004322052002
1534531040.7698634,74000,3.8642356395721436
1534531142.1992438,75000,3.85932993888855
1534531649.017938,80000,3.824780225753784
1534532532.640953,88000,3.789090633392334
1534533313.8774042,95000,3.7518720626831055
1534534195.721983,103000,3.721792459487915
1534534572.3377795,106000,3.7046854496002197
1534534673.554169,107000,3.7037289142608643
1534535456.2079792,114000,3.6863646507263184
1534535963.3841398,119000,3.6741557121276855
1534536847.4032965,127000,3.649679183959961
1534537328.1763234,131000,3.6483609676361084
1534538315.1951303,140000,3.620393991470337
1534538619.1401813,143000,3.613090753555298
1534539502.1154518,151000,3.596498489379883
1534540083.6084297,156000,3.5761542320251465
1534540388.0701954,159000,3.577181577682495
1534541374.6859639,168000,3.5639379024505615
1534541553.677681,169000,3.567538261413574
1534542543.2977998,178000,3.549919366836548
1534542644.8669713,179000,3.559678792953491
1534543152.5129669,184000,3.5557548999786377
1534543433.931908,186000,3.552960157394409
1534543534.8120866,187000,3.5536229610443115
1534543940.701611,191000,3.5396111011505127
1534544829.2224977,199000,3.5413832664489746
1534545718.2009275,207000,3.535613775253296
1534545819.7614446,208000,3.5238661766052246
1534546001.8678012,209000,3.522291421890259
1534546406.1144195,213000,3.525411367416382
1534547602.76058,224000,3.5204055309295654
1534548292.4760354,230000,3.508497476577759
1534548880.5949428,235000,3.512814998626709
1534549184.7911448,238000,3.512497663497925
1534550567.051645,250000,3.5028328895568848
1534551174.9489033,256000,3.501922845840454
1534551766.4201767,261000,3.490962028503418
1534552070.409943,264000,3.4938457012176514
1534552559.3061945,268000,3.4907007217407227
1534552964.9755795,272000,3.4995765686035156
1534553250.7168758,274000,3.4905195236206055
1534555348.3389041,293000,3.481729030609131
1534555942.2664537,298000,3.474919319152832
1534556043.8717546,299000,3.468240261077881
1534556549.5791416,304000,3.4760162830352783
1534557042.294399,308000,3.4728877544403076
1534557143.8509078,309000,3.4680352210998535
1534557346.7371702,311000,3.4731688499450684
1534558246.1167717,319000,3.4751079082489014
1534558347.6682649,320000,3.48227596282959
1534559043.3086643,326000,3.4702935218811035
1534559144.346326,327000,3.466792583465576
1534559245.7755039,328000,3.474318265914917
1534559639.3814273,331000,3.4689745903015137
1534560641.954366,340000,3.465717315673828
1534561542.7474737,348000,3.461379051208496
1534563348.8908167,364000,3.459897994995117
1534563752.2479002,368000,3.4539072513580322
1534564452.1306527,374000,3.466888189315796
1534564951.454997,378000,3.4629006385803223
1534565153.8898017,380000,3.456524133682251
1534566462.3874507,392000,3.449889659881592
1534566658.668795,393000,3.456143856048584
1534568469.1697657,409000,3.447404623031616
1534569883.4677904,422000,3.4522128105163574
1534569984.887126,423000,3.457841396331787
1534570284.3982236,425000,3.4474027156829834
1534570890.7372947,431000,3.4518744945526123
1534571901.1145117,440000,3.4524693489074707
1534572203.1759343,442000,3.4480559825897217
1534572303.8612907,443000,3.4423232078552246
1534572606.9128072,446000,3.445702075958252
1534573314.4061382,452000,3.4503355026245117
1534574327.5643878,461000,3.439664125442505
1534574631.5705976,464000,3.4395477771759033
1534574834.588314,465000,3.4407405853271484
1534575849.4750214,474000,3.441423177719116
1534575950.5858002,475000,3.4371562004089355
1534577676.898254,490000,3.44020414352417
1534577879.4041944,492000,3.443009376525879
1534578080.9046035,494000,3.4393081665039062
1534579708.7540126,508000,3.438108444213867
1534580322.4795873,513000,3.425281524658203
1534580525.2474868,515000,3.431933641433716
1534580829.4821146,518000,3.430285692214966
1534581745.8521318,526000,3.426088809967041
1534582464.0842102,532000,3.433952808380127
1534582667.2088945,534000,3.4388163089752197
1534583081.127881,537000,3.435011386871338
1534583688.8369238,543000,3.4329469203948975
1534584305.9054492,548000,3.4319918155670166
1534585430.8088758,558000,3.435784339904785
1534585633.4697978,560000,3.4356744289398193
1534586151.6249716,564000,3.4384820461273193
1534586871.6856165,570000,3.435274839401245
1534587277.002037,574000,3.428431510925293
1534587378.184161,575000,3.4303276538848877
1534587997.9377203,580000,3.4277048110961914
1534588200.423642,582000,3.4219696521759033
1534588302.247513,583000,3.4270830154418945
1534588620.194047,585000,3.4314076900482178
1534588822.5935302,587000,3.431502342224121
1534588923.6199899,588000,3.4246139526367188
1534589545.732457,593000,3.4343271255493164
1534589647.3990917,594000,3.426804780960083
1534590675.205562,603000,3.434688091278076
1534591400.396039,609000,3.427161693572998
1534591603.4870503,611000,3.426454782485962
1534592109.7710752,616000,3.4189839363098145
1534592733.5977862,621000,3.4295310974121094
1534592936.3205407,623000,3.4268393516540527
1534594392.6676228,635000,3.426701545715332
1534595223.3296208,642000,3.4276859760284424
1534595325.0442507,643000,3.4290719032287598
1534595528.0160623,645000,3.422698736190796
1534595629.1943395,646000,3.4186978340148926
1534595730.6953406,647000,3.4258780479431152
1534595831.7453358,648000,3.4257211685180664
1534596155.246265,650000,3.4210946559906006
1534596459.723548,653000,3.424215078353882
1534596986.602011,657000,3.4274134635925293
1534597493.2846975,662000,3.4192392826080322
1534597920.1989524,665000,3.4185879230499268
1534598325.841256,669000,3.4146554470062256
1534598629.4428985,672000,3.4206905364990234
1534599059.8471813,675000,3.416983127593994
1534599161.7369967,676000,3.4174962043762207
1534599465.9286723,679000,3.4221339225769043
1534599566.9199426,680000,3.4235291481018066
1534599995.1785076,683000,3.4240024089813232
1534600096.362214,684000,3.4230563640594482
1534600728.6303456,689000,3.421008348464966
1534600829.7999554,690000,3.411236524581909
1534601666.0547347,697000,3.4206225872039795
1534601969.2389832,700000,3.416607618331909
1534602373.7275617,704000,3.4198241233825684
1534602804.5551052,707000,3.4265880584716797
1534603209.572094,711000,3.426389455795288
1534603742.7733288,715000,3.4228804111480713
1534604146.6210434,719000,3.415518283843994
1534604578.6984684,722000,3.416555643081665
1534604679.9832203,723000,3.4192700386047363
1534604781.7677517,724000,3.421802043914795
1534605617.7604885,731000,3.4110312461853027
1534606356.8602464,737000,3.4145843982696533
1534606559.4829051,739000,3.4099295139312744
1534606660.4956264,740000,3.4147799015045166
1534607065.8928468,744000,3.4149158000946045
1534607602.2133317,748000,3.41888689994812
1534607905.9505033,751000,3.420562982559204
1534608007.350368,752000,3.416567802429199
1534608241.3027103,753000,3.41727614402771
1534608444.412879,755000,3.41372013092041
1534608647.6573691,757000,3.421907663345337
1534609693.0271819,766000,3.416747570037842
1534609794.5413098,767000,3.4126486778259277
1534610232.5912592,770000,3.4202656745910645
1534610334.0910895,771000,3.411867141723633
1534610435.2962177,772000,3.413987874984741
1534610638.1549888,774000,3.4172909259796143
