Wall time,Step,Value
1532697462.4224558,78000,0.38792967796325684
1532697562.1257644,79000,0.39018750190734863
1532698119.0847511,83000,0.39930468797683716
1532698218.4835143,84000,0.4013359248638153
1532698417.0479655,86000,0.40513280034065247
1532698515.9512563,87000,0.40287500619888306
1532698615.3971117,88000,0.41032811999320984
1532698980.8461308,91000,0.4147343635559082
1532699080.1648211,92000,0.41194531321525574
1532699179.625849,93000,0.41300782561302185
1532699643.4079092,97000,0.4144218862056732
1532700603.6349378,106000,0.4202265739440918
1532700702.5055337,107000,0.4208437502384186
1532700901.073094,109000,0.4195937514305115
1532701365.603297,113000,0.4217890501022339
1532701563.2643907,115000,0.4221796989440918
1532701762.1020725,117000,0.42472657561302185
1532701861.0322022,118000,0.4245937466621399
1532702060.1837993,120000,0.4243515729904175
1532702328.5467756,122000,0.42393749952316284
1532702427.7627397,123000,0.4263671934604645
1532702724.318717,126000,0.4273671805858612
1532702823.1039882,127000,0.425593763589859
1532702921.8278313,128000,0.4290468692779541
1532703089.506491,129000,0.4285546839237213
1532703188.8856068,130000,0.4284609258174896
1532703487.0334244,133000,0.4281406104564667
1532703586.3525548,134000,0.4276640713214874
1532703783.8294187,136000,0.42546093463897705
1532704052.8445709,138000,0.4269999861717224
1532704152.013,139000,0.427609384059906
1532704250.809071,140000,0.42750000953674316
1532704349.515642,141000,0.42810937762260437
1532704647.2824266,144000,0.42866405844688416
1532704815.5325902,145000,0.4282187521457672
1532704915.5796435,146000,0.4308750033378601
1532705015.3221085,147000,0.42939063906669617
1532705213.6292925,149000,0.4322109520435333
1532705510.6290874,152000,0.43064063787460327
1532706075.9217608,157000,0.43137499690055847
1532706175.29778,158000,0.43288281559944153
1532706274.5652895,159000,0.43186718225479126
1532706374.0427678,160000,0.42760157585144043
1532706544.663468,161000,0.432554692029953
1532706644.1502886,162000,0.4302343726158142
1532707138.2170777,167000,0.4342421889305115
1532708002.4076126,175000,0.4316718876361847
1532708371.3766294,178000,0.432742178440094
1532708469.9912982,179000,0.43199217319488525
1532709236.1874907,186000,0.4338046908378601
1532709534.475925,189000,0.4316718876361847
1532709733.2510016,191000,0.43369531631469727
1532709831.4789538,192000,0.4343515634536743
1532710003.2428057,193000,0.4337734282016754
1532710401.6436806,197000,0.43385156989097595
1532710500.6050208,198000,0.43190625309944153
1532710599.7190056,199000,0.43610936403274536
1532710969.8336685,202000,0.43342968821525574
1532711069.5998724,203000,0.4358281195163727
1532711366.6765997,206000,0.4361250102519989
1532711836.9181757,210000,0.4355546832084656
1532712035.7352748,212000,0.43507811427116394
1532712233.7124674,214000,0.436710923910141
1532712332.975355,215000,0.4337109327316284
1532712432.754189,216000,0.43540623784065247
1532712605.9465556,217000,0.43500781059265137
1532713003.5134733,221000,0.43440625071525574
1532713201.5752385,223000,0.43574219942092896
1532713574.366366,226000,0.4350624978542328
1532713672.9588318,227000,0.43556249141693115
1532713772.4148989,228000,0.4387265741825104
1532713971.4542406,230000,0.43788281083106995
1532714070.5921218,231000,0.43507811427116394
1532714169.6107779,232000,0.43828123807907104
1532714543.3263037,235000,0.43831250071525574
1532714741.8746078,237000,0.43733593821525574
1532714841.389927,238000,0.4359531104564667
1532715040.283097,240000,0.4357656240463257
1532715215.3710485,241000,0.43787500262260437
1532715512.9947371,244000,0.43666407465934753
1532716085.6514535,249000,0.4393593668937683
1532716184.8065915,250000,0.4399687647819519
1532716284.4849353,251000,0.43974217772483826
1532716482.6851652,253000,0.4354296922683716
1532716779.7852767,256000,0.4357031285762787
1532717055.7703857,258000,0.43581250309944153
1532717155.3899846,259000,0.4381093680858612
1532717353.5482504,261000,0.4371562600135803
1532717552.122961,263000,0.43772655725479126
1532717651.0557017,264000,0.43699219822883606
1532718423.2267053,271000,0.43745312094688416
1532718898.3682542,275000,0.44138282537460327
1532719296.14432,279000,0.4366171956062317
1532719395.270037,280000,0.441343754529953
1532719573.910073,281000,0.439265638589859
1532719971.6724916,285000,0.4402812421321869
1532720269.4653552,288000,0.4401875138282776
1532720646.4849708,291000,0.4403593838214874
1532720745.2913277,292000,0.4406093657016754
1532721042.4872587,295000,0.4404296875
1532721141.6081915,296000,0.44136717915534973
1532721420.3535595,298000,0.4409218728542328
1532721520.1665423,299000,0.4415625035762787
1532721618.8712387,300000,0.44242188334465027
1532721818.0686135,302000,0.43974998593330383
