Wall time,Step,Value
1546788308.3006244,1000,7.430505752563477
1546788410.8512256,2000,6.848690986633301
1546788509.9090798,3000,6.519528388977051
1546788611.1580675,4000,6.284514904022217
1546788710.4003963,5000,6.040355205535889
1546788809.6177523,6000,5.751069068908691
1546788908.5105786,7000,5.407689094543457
1546789018.4216266,8000,5.2032341957092285
1546789254.6144216,9000,5.059418678283691
1546789357.897918,10000,4.955091953277588
1546789461.7265954,11000,4.868301868438721
1546789560.7887337,12000,4.812287330627441
1546789662.3087988,13000,4.752670764923096
1546789767.7882338,14000,4.701261520385742
1546789867.4075685,15000,4.6675848960876465
1546789966.7425294,16000,4.623403549194336
1546790112.926716,17000,4.5818190574646
1546790212.2953644,18000,4.558806419372559
1546790311.3056445,19000,4.521839618682861
1546790410.5266733,20000,4.489596843719482
1546790512.2897184,21000,4.463510513305664
1546790613.5020134,22000,4.437102317810059
1546790714.0342596,23000,4.404875755310059
1546790820.0867314,24000,4.375730037689209
1546790967.011004,25000,4.354862213134766
1546791066.2478323,26000,4.330805778503418
1546791167.82283,27000,4.308096885681152
1546791267.2769055,28000,4.296360492706299
1546791365.89162,29000,4.2694854736328125
1546791464.6420634,30000,4.253483295440674
1546791563.7774925,31000,4.231973648071289
1546791662.380099,32000,4.200436592102051
1546791808.7287211,33000,4.185334205627441
1546791907.730726,34000,4.174008846282959
1546792007.1905537,35000,4.146681785583496
1546792106.1274955,36000,4.132383346557617
1546792204.9656222,37000,4.1193413734436035
1546792303.7343266,38000,4.103370666503906
1546792405.7086506,39000,4.0969953536987305
1546792504.890436,40000,4.080371856689453
1546792651.684623,41000,4.063614368438721
1546792756.2620416,42000,4.052740573883057
1546792856.7864692,43000,4.031179428100586
1546792958.68547,44000,4.025811195373535
1546793057.7832057,45000,4.010485649108887
1546793157.120689,46000,4.000494003295898
1546793255.911525,47000,3.985269784927368
1546793357.661391,48000,3.974641799926758
1546793509.2812037,49000,3.96295166015625
1546793614.249491,50000,3.9566357135772705
1546793713.3957605,51000,3.9417595863342285
1546793812.9448147,52000,3.932192087173462
1546793912.0938563,53000,3.92313814163208
1546794011.3327875,54000,3.906468152999878
1546794110.3260224,55000,3.904752254486084
1546794214.5786514,56000,3.891533136367798
1546794364.0160232,57000,3.881490707397461
1546794462.963885,58000,3.8860456943511963
1546794561.5482078,59000,3.8729307651519775
1546794660.958965,60000,3.866621732711792
1546794764.3909974,61000,3.8546299934387207
1546794867.9454582,62000,3.849229574203491
1546794967.8312562,63000,3.8460566997528076
1546795067.5954883,64000,3.8352699279785156
1546795214.6977477,65000,3.8324716091156006
1546795313.9402578,66000,3.828658103942871
1546795413.0433056,67000,3.828054666519165
1546795512.651333,68000,3.81272554397583
1546795612.1000566,69000,3.813300371170044
1546795716.6916323,70000,3.810436487197876
1546795821.1715503,71000,3.8142342567443848
1546795920.161516,72000,3.7972328662872314
1546796070.4585283,73000,3.7960479259490967
1546796171.281528,74000,3.791184902191162
1546796270.0602322,75000,3.786623001098633
1546796369.003641,76000,3.7794017791748047
1546796474.0669954,77000,3.781430959701538
1546796572.7467303,78000,3.7787187099456787
1546796671.839312,79000,3.773829936981201
1546796771.424344,80000,3.7654082775115967
1546796918.3277628,81000,3.772029399871826
1546797017.2882404,82000,3.7599570751190186
1546797116.2238102,83000,3.7599902153015137
1546797215.90877,84000,3.762929677963257
1546797315.1741383,85000,3.759150505065918
1546797414.1486979,86000,3.759779214859009
1546797513.1850598,87000,3.7586259841918945
1546797612.4475915,88000,3.7550878524780273
1546797761.813346,89000,3.7527201175689697
1546797861.3536205,90000,3.747272253036499
1546797960.1415613,91000,3.7428336143493652
